"X" "Y" "full_id" "building" "nvol"
10.3363472 44.8119595 "w182136947" "Abitazioni" 34
10.3117209 44.7925027 "w179469377" "Abitazioni" 32
10.3382831 44.7999383 "w1178564227" "Abitazioni" 30
10.2917892 44.7891488 "w653211952" "Abitazioni" 32
10.3086865 44.8073528 "w179060023" "Abitazioni" 36
10.3213475 44.7933355 "w179469090" "Abitazioni" 30
10.3668067 44.8025751 "w652144490" "Abitazioni" 30
10.3367422 44.8045083 "w182137078" "Abitazioni" 34
10.3335623 44.8155788 "w182125490" "Abitazioni" 32
10.3494679 44.8102886 "w182154290" "Abitazioni" 30
10.3288123 44.801665 "w652421066" "Abitazioni" 32
10.3035927 44.7872237 "w179468831" "Abitazioni" 30
10.2940749 44.810594 "w179475707" "Abitazioni" 38
10.2966354 44.7934381 "w179471223" "Abitazioni" 30
10.3372578 44.7891421 "w1180489704" "Abitazioni" 34
10.3313046 44.8121027 "w182136748" "Abitazioni" 30
10.3317357 44.7997949 "w179585219" "Abitazioni" 30
10.3328241 44.7789434 "w179468534" "Abitazioni" 30
10.3360205 44.8034595 "w182136630" "Abitazioni" 38
10.2888302 44.7837416 "w179471017" "Abitazioni" 32
10.3274286 44.7981333 "r2398369" "Abitazioni" 30
10.3373789 44.7912118 "w1184596507" "Abitazioni" 30
10.3532751 44.787357 "w179100204" "Abitazioni" 30
10.3464138 44.7971287 "w657023187" "Abitazioni" 34
10.3403889 44.8132271 "w182138065" "Abitazioni" 30
10.3325578 44.806461 "w182137963" "Abitazioni" 32
10.3120161 44.8246017 "w182117133" "Abitazioni" 30
10.3198949 44.7967244 "w179589146" "Abitazioni" 32
10.2982635 44.8084935 "w179585561" "Abitazioni" 30
10.3194654 44.796461 "w179585051" "Abitazioni" 30
10.3025918 44.7875719 "w179468494" "Abitazioni" 30
10.3179599 44.8013807 "w179587855" "Abitazioni" 38
10.3376305 44.7873036 "w179477097" "Abitazioni" 30
10.3633344 44.8154703 "w182153427" "Abitazioni" 32
10.3641109 44.7887736 "w179477233" "Abitazioni" 30
10.3486952 44.7897998 "w179098489" "Abitazioni" 32
10.34666 44.8140091 "w182153252" "Abitazioni" 32
10.3416384 44.8088309 "w182136605" "Abitazioni" 30
10.3455884 44.7918471 "w179588315" "Abitazioni" 30
10.3320394 44.8173073 "w655494711" "Abitazioni" 30
10.3630961 44.8263847 "w182153390" "Abitazioni" 32
10.330629 44.8043829 "r2427054" "Abitazioni" 32
10.3138653 44.7773206 "w179422409" "Abitazioni" 36
10.3390368 44.7574148 "w204865867" "Abitazioni" 30
10.2821422 44.8106142 "w179474556" "Abitazioni" 34
10.3432912 44.783693 "w1138549264" "Abitazioni" 30
10.3644969 44.7825234 "w179476032" "Abitazioni" 32
10.3128876 44.7912702 "w1174798785" "Abitazioni" 32
10.3362472 44.7925623 "w1184599142" "Abitazioni" 30
10.3189202 44.7597297 "w179623328" "Abitazioni" 32
10.3398889 44.7856773 "w1182101935" "Abitazioni" 30
10.2831798 44.7780005 "w179290376" "Abitazioni" 36
10.3211221 44.8044016 "w182141607" "Abitazioni" 32
10.3520329 44.8136299 "w182154103" "Abitazioni" 34
10.3236552 44.7701906 "w179470499" "Abitazioni" 30
10.282737 44.7741887 "w179288869" "Abitazioni" 30
10.3299076 44.8189232 "w182125313" "Abitazioni" 34
10.2896466 44.7728915 "w648790988" "Abitazioni" 32
10.346848 44.7709324 "w648542715" "Abitazioni" 38
10.3237757 44.8102459 "w182144934" "Abitazioni" 32
10.3521885 44.7821703 "w179098955" "Abitazioni" 36
10.3345828 44.7936458 "w1175169849" "Abitazioni" 30
10.304741 44.7979113 "w179585132" "Abitazioni" 30
10.332706 44.8012277 "w179585035" "Abitazioni" 30
10.3539194 44.8180719 "w182153831" "Abitazioni" 34
10.3471827 44.7958003 "w179585162" "Abitazioni" 30
10.3148382 44.7766963 "w179422514" "Abitazioni" 32
10.3389418 44.8100096 "w182138259" "Abitazioni" 30
10.3360052 44.8152456 "w182122321" "Abitazioni" 30
10.2956593 44.7880519 "w179477077" "Abitazioni" 36
10.3220836 44.7690313 "w179291144" "Abitazioni" 30
10.3173012 44.7623109 "w142064648" "Abitazioni" 38
10.301685 44.7971222 "w179584764" "Abitazioni" 34
10.3467665 44.7737916 "w179423395" "Abitazioni" 32
10.2989641 44.8089744 "w179588617" "Abitazioni" 30
10.3089687 44.800779 "w179584235" "Abitazioni" 30
10.3259089 44.8191765 "w182117897" "Abitazioni" 32
10.3312733 44.8160593 "w182122328" "Abitazioni" 34
10.3507563 44.7933108 "w179588692" "Abitazioni" 30
10.3498464 44.7827447 "w1137628800" "Abitazioni" 30
10.3320833 44.7845249 "w179476445" "Abitazioni" 30
10.3330662 44.8157892 "w182126260" "Abitazioni" 32
10.3603977 44.7665606 "w552894441" "Abitazioni" 34
10.3313331 44.789032 "w1140673246" "Abitazioni" 30
10.3300235 44.7984842 "w179590215" "Abitazioni" 34
10.3415529 44.8074876 "w182137344" "Abitazioni" 30
10.282002 44.7806784 "w179285525" "Abitazioni" 30
10.3213477 44.8043489 "w182141605" "Abitazioni" 32
10.3420879 44.8085817 "w182137402" "Abitazioni" 30
10.3326163 44.805198 "w651819020" "Abitazioni" 32
10.3176998 44.8365992 "w182117950" "Abitazioni" 30
10.3626217 44.7912331 "w179468960" "Abitazioni" 30
10.3375417 44.7906616 "w1182029665" "Abitazioni" 40
10.3245585 44.77911 "w179470682" "Abitazioni" 32
10.330404 44.8058215 "w182136820" "Abitazioni" 32
10.3333987 44.7853536 "w179475234" "Abitazioni" 34
10.3356641 44.7994996 "w1188034252" "Abitazioni" 30
10.3426812 44.8061968 "w179586732" "Abitazioni" 30
10.339997 44.80227 "w179589540" "Abitazioni" 30
10.3098801 44.7749915 "w139982807" "Abitazioni" 32
10.3662848 44.7874245 "w179474963" "Abitazioni" 30
10.3209316 44.8013782 "w179585331" "Abitazioni" 32
10.328357 44.7978558 "r2398366" "Abitazioni" 30
10.344176 44.8085546 "w179589401" "Abitazioni" 34
10.3501354 44.8154453 "w182154229" "Abitazioni" 30
10.3448529 44.7981632 "w179585171" "Abitazioni" 30
10.3327165 44.8060343 "w182136830" "Abitazioni" 30
10.3307281 44.8065968 "r2427083" "Abitazioni" 36
10.3629274 44.8286452 "w182153664" "Chiese" 32
10.3206171 44.7800776 "w179469050" "Abitazioni" 32
10.3383242 44.8091235 "w182137238" "Abitazioni" 32
10.3271252 44.7983678 "r2398352" "Abitazioni" 32
10.3195064 44.8380374 "w182116501" "Abitazioni" 30
10.3315117 44.8050337 "w182138094" "Abitazioni" 34
10.3496677 44.7840319 "w179098505" "Abitazioni" 32
10.342921 44.7987724 "w179590027" "Abitazioni" 30
10.3544673 44.7538137 "w179422552" "Abitazioni" 34
10.3168496 44.7907236 "r2396498" "Abitazioni" 30
10.3310162 44.8060004 "w182136869" "Abitazioni" 34
10.3198008 44.7960122 "w179584774" "Abitazioni" 34
10.3567741 44.7926305 "w179585702" "Abitazioni" 30
10.33802 44.797437 "w179588374" "Abitazioni" 30
10.3152067 44.7803141 "w179422461" "Abitazioni" 32
10.3207835 44.798278 "w179588878" "Abitazioni" 30
10.3166009 44.7991566 "w179589646" "Abitazioni" 32
10.3416432 44.8261022 "w182153317" "Abitazioni" 34
10.2976679 44.8134717 "w179469334" "Abitazioni" 32
10.3207886 44.7928737 "w179477298" "Abitazioni" 30
10.2965017 44.8030771 "w179474132" "Abitazioni" 34
10.3341618 44.8032102 "w179585542" "Abitazioni" 30
10.3139856 44.802853 "w179585349" "Abitazioni" 32
10.3362649 44.7935981 "w1182638739" "Abitazioni" 34
10.3472 44.804415 "w179587410" "Abitazioni" 30
10.3479403 44.7806834 "w1133343574" "Abitazioni" 30
10.3447199 44.7940626 "w179588636" "Abitazioni" 30
10.2900187 44.8161823 "w182144912" "Abitazioni" 34
10.3082412 44.8188324 "w182117724" "Abitazioni" 34
10.3499417 44.7884263 "w179100201" "Abitazioni" 34
10.3097382 44.7822248 "w179476813" "Abitazioni" 34
10.3260667 44.792443 "w1140673276" "Abitazioni" 32
10.3233715 44.7803697 "w139616851" "Abitazioni" 30
10.3414085 44.8117218 "w182136683" "Abitazioni" 32
10.3439816 44.7593466 "w179423438" "Abitazioni" 30
10.3056418 44.7926226 "w179469230" "Abitazioni" 30
10.3333712 44.8096819 "w182136746" "Abitazioni" 32
10.3336806 44.7974499 "w179585409" "Abitazioni" 30
10.3311555 44.7892509 "w1174628844" "Abitazioni" 32
10.311039 44.773386 "w179422452" "Abitazioni" 30
10.3307657 44.7892028 "w1140673249" "Abitazioni" 30
10.3372641 44.8096807 "w182136874" "Abitazioni" 32
10.3268085 44.7967421 "w179590234" "Abitazioni" 32
10.3527899 44.7982915 "w179590222" "Abitazioni" 30
10.3303246 44.8175506 "w182125469" "Abitazioni" 30
10.3517782 44.7652442 "w179422482" "Abitazioni" 30
10.3172343 44.797134 "w179474944" "Abitazioni" 30
10.2981705 44.8070681 "w179475922" "Abitazioni" 30
10.3582858 44.8004564 "w179472459" "Abitazioni" 34
10.3618837 44.792457 "w179477369" "Abitazioni" 32
10.3363196 44.8000519 "w1178576528" "Abitazioni" 30
10.355598 44.7868772 "w655682042" "Abitazioni" 32
10.3531491 44.8134718 "w182153520" "Abitazioni" 30
10.3365227 44.7994739 "w1188034298" "Abitazioni" 38
10.3115588 44.7741323 "w179422351" "Abitazioni" 30
10.3504077 44.8146904 "w182153350" "Abitazioni" 32
10.3077654 44.7801947 "w648938350" "Abitazioni" 32
10.3491071 44.7884822 "w179100228" "Abitazioni" 34
10.3125713 44.7937998 "w179471416" "Abitazioni" 30
10.31915 44.7990624 "r2398270" "Abitazioni" 30
10.3205319 44.7843571 "w179423371" "Abitazioni" 34
10.3207696 44.7997003 "w179584541" "Abitazioni" 30
10.319342 44.7979051 "w179587818" "Abitazioni" 30
10.3313573 44.8066699 "w182137642" "Abitazioni" 30
10.3169157 44.7961229 "w179476828" "Abitazioni" 30
10.3370587 44.7998767 "r15937347" "Abitazioni" 32
10.3096123 44.8190779 "w837843790" "Abitazioni" 34
10.3337812 44.7944544 "w1174727873" "Abitazioni" 30
10.3065472 44.8085503 "w179059242" "Abitazioni" 34
10.286626 44.7751095 "w179291605" "Abitazioni" 30
10.2924305 44.8059807 "w179476141" "Abitazioni" 30
10.34962 44.7604415 "w179422509" "Abitazioni" 30
10.331669 44.8113761 "w182137711" "Abitazioni" 34
10.3354139 44.7944556 "w1175169840" "Abitazioni" 34
10.3625734 44.8163998 "w1193614247" "Abitazioni" 32
10.3035432 44.8029935 "w179586578" "Abitazioni" 32
10.3498762 44.7591602 "w179423326" "Abitazioni" 32
10.3254209 44.8003913 "r2398382" "Abitazioni" 32
10.3339779 44.7996078 "w179589732" "Abitazioni" 30
10.3439247 44.7945323 "w179587284" "Abitazioni" 30
10.3342646 44.8004276 "r2398262" "Abitazioni" 32
10.3247581 44.8033683 "w179587469" "Abitazioni" 32
10.3250376 44.8012533 "w179584650" "Abitazioni" 32
10.311189 44.8076674 "w179059253" "Abitazioni" 34
10.3561549 44.7906428 "w179098647" "Abitazioni" 34
10.3555831 44.7702567 "w179473059" "Abitazioni" 32
10.3413938 44.7836887 "w179475341" "Abitazioni" 30
10.3269256 44.7964026 "w179585538" "Abitazioni" 34
10.3480618 44.7945416 "w179585730" "Abitazioni" 30
10.331675 44.8162262 "w182125748" "Abitazioni" 32
10.350854 44.8028702 "w179584133" "Abitazioni" 30
10.3372135 44.7907523 "w179469342" "Abitazioni" 30
10.3141893 44.7907379 "w1174798782" "Abitazioni" 30
10.3323783 44.8049625 "r2427052" "Abitazioni" 30
10.3059179 44.8061913 "w179588810" "Abitazioni" 32
10.3422514 44.7922091 "w179473684" "Abitazioni" 30
10.3311546 44.8055393 "w182136715" "Abitazioni" 30
10.3026251 44.7910401 "w179587666" "Abitazioni" 30
10.3535163 44.7704603 "w179424165" "Abitazioni" 32
10.3151908 44.797061 "w179469256" "Abitazioni" 30
10.3371062 44.8043589 "w182137647" "Abitazioni" 32
10.3380938 44.8017213 "w179587504" "Abitazioni" 32
10.3439433 44.785849 "w510951644" "Abitazioni" 34
10.2858355 44.7925451 "w179469008" "Abitazioni" 32
10.3497187 44.7905948 "w179098862" "Abitazioni" 30
10.3455267 44.7704983 "w179423339" "Abitazioni" 36
10.2943201 44.7854849 "w179474307" "Abitazioni" 34
10.3327963 44.7972065 "w179585607" "Abitazioni" 32
10.2834715 44.7732562 "w179286335" "Abitazioni" 30
10.355527 44.7918279 "w179098498" "Abitazioni" 34
10.2997991 44.7883361 "w179471498" "Abitazioni" 32
10.3522704 44.8005446 "w179590110" "Abitazioni" 48
10.3175613 44.7974762 "w179587637" "Abitazioni" 34
10.3485942 44.7897479 "w179098489" "Abitazioni" 38
10.321819 44.7817011 "w179474594" "Abitazioni" 34
10.3527698 44.7703007 "w179422492" "Abitazioni" 34
10.3553945 44.7901269 "w179098879" "Abitazioni" 30
10.3550099 44.8162677 "w182153789" "Abitazioni" 30
10.3307518 44.8053698 "w182136626" "Abitazioni" 32
10.3431973 44.7834888 "w1138549265" "Abitazioni" 32
10.3656798 44.8162911 "w1193585254" "Abitazioni" 32
10.333828 44.8125938 "w182137863" "Abitazioni" 30
10.3213754 44.7990787 "w312494086" "Abitazioni" 30
10.3301712 44.7976766 "w179586828" "Abitazioni" 30
10.336111 44.7864102 "w1181960524" "Abitazioni" 32
10.3302876 44.8067555 "w182137972" "Abitazioni" 34
10.3349277 44.8002664 "w179585560" "Abitazioni" 30
10.3774917 44.7911388 "w179475239" "Abitazioni" 30
10.3445832 44.8066353 "w179585004" "Abitazioni" 30
10.3329845 44.8029807 "r2398426" "Abitazioni" 32
10.3226224 44.7841913 "w179473259" "Abitazioni" 40
10.3383741 44.7869939 "r2396509" "Abitazioni" 30
10.3295371 44.8005505 "r2398299" "Abitazioni" 32
10.3125832 44.8085297 "w179059255" "Abitazioni" 42
10.3557761 44.7967762 "w179585412" "Abitazioni" 30
10.3055966 44.7922194 "w179468911" "Abitazioni" 32
10.3576272 44.7922776 "w179589523" "Abitazioni" 30
10.3316296 44.8025111 "r9068485" "Abitazioni" 30
10.306695 44.7941249 "w179469225" "Abitazioni" 36
10.3808577 44.8173757 "w182122630" "Abitazioni" 36
10.3507827 44.815978 "w182154042" "Abitazioni" 30
10.3378571 44.8002317 "w1178564231" "Abitazioni" 30
10.3345383 44.7704102 "w179468796" "Abitazioni" 32
10.3502694 44.8062114 "w179587238" "Abitazioni" 30
10.3129051 44.7912671 "w1174798785" "Abitazioni" 30
10.3059771 44.7917429 "w179468460" "Abitazioni" 30
10.324158 44.8294241 "w182116734" "Abitazioni" 30
10.314231 44.8022442 "w179586992" "Abitazioni" 34
10.3049583 44.8028592 "w179590012" "Abitazioni" 32
10.3156756 44.8048647 "w179585558" "Università" 34
10.3189453 44.8140043 "w179059252" "Abitazioni" 36
10.3061191 44.7909822 "w179468845" "Abitazioni" 30
10.3621616 44.8011418 "w179475307" "Abitazioni" 30
10.3154746 44.7978151 "w179471070" "Abitazioni" 44
10.3260672 44.8040877 "w182136816" "Abitazioni" 34
10.3401534 44.7873864 "w1180386173" "Abitazioni" 40
10.3079281 44.7912262 "w179474988" "Abitazioni" 30
10.3205449 44.7770231 "w179422567" "Abitazioni" 32
10.3307131 44.7977024 "w179584968" "Abitazioni" 40
10.3151414 44.7969686 "w179469256" "Abitazioni" 30
10.2852469 44.7740768 "w179287673" "Abitazioni" 30
10.3477002 44.8227845 "w182153262" "Abitazioni" 30
10.3463736 44.8112639 "w182136765" "Abitazioni" 30
10.348603 44.8064083 "w179589088" "Abitazioni" 30
10.3283225 44.7994476 "w179589615" "Abitazioni" 32
10.3538773 44.7536069 "w179422551" "Abitazioni" 32
10.2845886 44.8196668 "w182144944" "Abitazioni" 32
10.3138155 44.8002959 "w179587113" "Abitazioni" 32
10.3595962 44.7975298 "w179476302" "Abitazioni" 30
10.329485 44.7970121 "r2398361" "Abitazioni" 30
10.362332 44.7806837 "w695852812" "Abitazioni" 30
10.3483272 44.796998 "w179586124" "Abitazioni" 34
10.286179 44.8064536 "w649667857" "Abitazioni" 34
10.3331955 44.8100291 "w182137845" "Abitazioni" 32
10.3400853 44.8329709 "w182120950" "Abitazioni" 32
10.2963306 44.8063633 "w179468608" "Abitazioni" 34
10.3526152 44.787348 "w179100266" "Abitazioni" 30
10.3292338 44.7984377 "r2398280" "Abitazioni" 32
10.3351148 44.801795 "w179584792" "Abitazioni" 30
10.3017772 44.7671448 "w179423818" "Abitazioni" 38
10.3309106 44.7973573 "w179584441" "Abitazioni" 30
10.3508092 44.7799444 "w1137628798" "Abitazioni" 36
10.338496 44.8386227 "w227400008" "Abitazioni" 32
10.3241005 44.7789305 "w179474717" "Abitazioni" 30
10.3302973 44.8031283 "w265762143" "Abitazioni" 32
10.3232034 44.7784808 "w179473848" "Abitazioni" 34
10.2857006 44.7786056 "w648791131" "Abitazioni" 32
10.3170731 44.802556 "w179588504" "Abitazioni" 32
10.3373509 44.8018195 "w179585921" "Abitazioni" 32
10.3346964 44.7686273 "w179471149" "Abitazioni" 34
10.2993123 44.7813643 "w141870589" "Abitazioni" 34
10.3169875 44.7593613 "w179627526" "Abitazioni" 32
10.2875395 44.8044073 "w649667859" "Abitazioni" 32
10.2986158 44.8083519 "w179587430" "Abitazioni" 34
10.3244164 44.7789369 "w179475250" "Abitazioni" 32
10.3078973 44.8059458 "w179585189" "Abitazioni" 30
10.3375107 44.8040473 "w182137150" "Abitazioni" 30
10.3181465 44.7979145 "w179585643" "Abitazioni" 32
10.3138795 44.7976363 "w179471386" "Abitazioni" 30
10.3695273 44.7712379 "w179473996" "Abitazioni" 32
10.3191351 44.7998772 "w312494083" "Chiese" 30
10.324865 44.7809265 "w179475933" "Abitazioni" 30
10.3300891 44.8068872 "w182137728" "Abitazioni" 30
10.3295896 44.8062541 "w182136882" "Abitazioni" 34
10.3037483 44.8057498 "w179587846" "Abitazioni" 32
10.3569249 44.7733494 "w179475000" "Abitazioni" 30
10.3286004 44.7837925 "w179474432" "Abitazioni" 30
10.3584362 44.7898151 "w179474907" "Abitazioni" 36
10.2914869 44.8032184 "w179475308" "Abitazioni" 30
10.338029 44.8009484 "w179585641" "Abitazioni" 34
10.340955 44.756086 "w179422556" "Abitazioni" 30
10.3544149 44.7671122 "w179422811" "Abitazioni" 30
10.3108917 44.7756437 "w179424024" "Abitazioni" 32
10.3382219 44.8056527 "w182148452" "Abitazioni" 30
10.3367187 44.8271677 "w182118087" "Abitazioni" 30
10.2993772 44.8025713 "w179587350" "Abitazioni" 34
10.3305404 44.8067835 "r2427037" "Abitazioni" 30
10.33061 44.7976552 "w179584551" "Abitazioni" 34
10.3070569 44.8097869 "w179059666" "Abitazioni" 32
10.3186216 44.7871789 "w179285354" "Abitazioni" 30
10.3417344 44.8260101 "w182153317" "Abitazioni" 32
10.3203106 44.8090297 "w182145426" "Abitazioni" 34
10.3351577 44.7967641 "w179589347" "Abitazioni" 30
10.3241922 44.7821302 "w139616986" "Abitazioni" 30
10.3371943 44.7882344 "w1180255213" "Abitazioni" 30
10.3308855 44.7969221 "w179588147" "Abitazioni" 30
10.3377136 44.785728 "w1182056412" "Abitazioni" 30
10.319229 44.7935562 "w179590024" "Abitazioni" 32
10.3016389 44.7958504 "w179585649" "Abitazioni" 30
10.3407321 44.7779746 "w179474359" "Abitazioni" 30
10.3221966 44.801808 "r2398340" "Abitazioni" 32
10.3266611 44.7973331 "w179585434" "Abitazioni" 30
10.3213845 44.7970989 "r9069178" "Scuole" 42
10.2818824 44.7795322 "w179289285" "Abitazioni" 32
10.3085118 44.802446 "w179587547" "Abitazioni" 30
10.3207997 44.7747939 "w179475197" "Abitazioni" 32
10.3170678 44.7950993 "w179584908" "Abitazioni" 34
10.3179497 44.8023885 "w179588715" "Abitazioni" 34
10.3322551 44.8158429 "w182126801" "Abitazioni" 30
10.3348228 44.7791385 "w1138536834" "Abitazioni" 32
10.3201317 44.7989898 "r2398193" "Abitazioni" 30
10.3029085 44.8028662 "w179587409" "Abitazioni" 30
10.3291832 44.8043561 "r5648653" "Chiese" 34
10.336827 44.8046575 "w182137205" "Abitazioni" 30
10.3553663 44.7548022 "w179422562" "Abitazioni" 30
10.3463741 44.7972879 "w179588761" "Abitazioni" 34
10.3210168 44.7949632 "w1175249982" "Abitazioni" 30
10.3106503 44.7961507 "w179475480" "Abitazioni" 30
10.3142632 44.7970386 "w179472492" "Abitazioni" 34
10.3392727 44.8118534 "w182136743" "Abitazioni" 32
10.3602176 44.7856593 "w179469569" "Abitazioni" 30
10.3052041 44.7904871 "w179474915" "Abitazioni" 34
10.3273375 44.7927771 "w1175121292" "Abitazioni" 30
10.3207052 44.7837063 "w179422758" "Abitazioni" 30
10.3248269 44.799542 "r2398440" "Scuole" 30
10.3325484 44.7964962 "w179586412" "Abitazioni" 30
10.3373061 44.7991865 "w1188034235" "Abitazioni" 30
10.3345064 44.8013319 "w1186830650" "Abitazioni" 34
10.2899064 44.8094315 "w179469495" "Abitazioni" 32
10.3328415 44.7983205 "w179585272" "Abitazioni" 30
10.3609907 44.7866895 "w179477132" "Abitazioni" 32
10.291798 44.8200452 "w182145395" "Abitazioni" 32
10.3466792 44.7869747 "w179098766" "Abitazioni" 36
10.3311659 44.799424 "w179584938" "Abitazioni" 30
10.3554506 44.8010894 "w179585210" "Abitazioni" 30
10.3262174 44.7905345 "w1140668180" "Abitazioni" 30
10.2976854 44.7845707 "w179474521" "Abitazioni" 32
10.3418477 44.7768156 "w1133273286" "Abitazioni" 30
10.3148435 44.7649515 "w179630391" "Abitazioni" 32
10.3123282 44.8099262 "w179059490" "Abitazioni" 34
10.3075501 44.7939305 "w179475599" "Abitazioni" 30
10.3399915 44.8188584 "w182126249" "Abitazioni" 34
10.3287991 44.7999201 "w179585410" "Abitazioni" 30
10.3302463 44.8030475 "w265762143" "Abitazioni" 34
10.348919 44.8145573 "w1188236221" "Abitazioni" 30
10.2877442 44.8115113 "w179468867" "Abitazioni" 34
10.3522562 44.8140781 "w182153242" "Abitazioni" 32
10.3491569 44.7944574 "w179585665" "Abitazioni" 34
10.3291352 44.8057628 "w182137790" "Abitazioni" 32
10.3160418 44.8103794 "w182145434" "Abitazioni" 32
10.3499621 44.7936709 "w179587227" "Abitazioni" 34
10.332985 44.7986413 "r2398118" "Abitazioni" 30
10.3374108 44.7908805 "w1180483862" "Abitazioni" 32
10.3283947 44.8030216 "w182138216" "Abitazioni" 32
10.3395677 44.794289 "w179585020" "Abitazioni" 34
10.2952859 44.8065862 "w179469269" "Abitazioni" 32
10.2832991 44.770669 "w179289578" "Abitazioni" 30
10.2963208 44.8069595 "w179477179" "Abitazioni" 32
10.3517205 44.780514 "w1137628795" "Abitazioni" 30
10.3500969 44.7539128 "w942357354" "Abitazioni" 30
10.3497096 44.7870337 "w179099020" "Abitazioni" 30
10.3425491 44.7734993 "w179469302" "Abitazioni" 32
10.3435067 44.7944312 "w179589538" "Abitazioni" 30
10.3322101 44.7977323 "r2398309" "Abitazioni" 30
10.2864706 44.7787829 "w179286693" "Abitazioni" 34
10.3337196 44.8151651 "w182127223" "Abitazioni" 32
10.3334695 44.7990985 "r2398305" "Abitazioni" 34
10.3336328 44.8140842 "w182138072" "Abitazioni" 30
10.3085018 44.7915112 "w179476899" "Abitazioni" 32
10.3466248 44.7953102 "w179585545" "Abitazioni" 30
10.3331106 44.7691642 "w179475346" "Abitazioni" 32
10.3494664 44.8142565 "w182153695" "Abitazioni" 30
10.3800883 44.8269145 "w1074150941" "Abitazioni" 32
10.32843 44.8158541 "w182126103" "Abitazioni" 36
10.3348958 44.8006267 "w179584970" "Abitazioni" 30
10.3348818 44.7771058 "w692037435" "Abitazioni" 30
10.3344035 44.7972253 "w179589609" "Abitazioni" 42
10.3515375 44.793207 "w179589560" "Abitazioni" 30
10.3130368 44.811036 "w182145470" "Abitazioni" 32
10.3607159 44.752268 "w179423334" "Abitazioni" 30
10.3268124 44.8050069 "r5425923" "Abitazioni" 34
10.3091998 44.7598574 "w179623713" "Abitazioni" 34
10.3264026 44.7989084 "w179589365" "Abitazioni" 30
10.3358377 44.7990725 "w1188034262" "Abitazioni" 30
10.3396886 44.7952295 "w179586755" "Abitazioni" 30
10.3493134 44.7541332 "w652080856" "Abitazioni" 30
10.3118785 44.8249928 "w182122882" "Abitazioni" 30
10.3525766 44.8131827 "w1188191437" "Abitazioni" 32
10.3337479 44.7976439 "w179585421" "Abitazioni" 30
10.2821292 44.8221363 "w182144875" "Abitazioni" 30
10.2870233 44.8052725 "w179468690" "Abitazioni" 32
10.2859015 44.7719253 "w179291122" "Abitazioni" 32
10.3259055 44.7962305 "w179587484" "Abitazioni" 32
10.3362687 44.8016311 "w179588528" "Abitazioni" 32
10.350387 44.7849755 "w179098564" "Abitazioni" 30
10.3394612 44.8322646 "w182126380" "Abitazioni" 30
10.3669809 44.8135422 "w652150079" "Abitazioni" 32
10.301109 44.792342 "w179475855" "Abitazioni" 30
10.2974605 44.7910443 "w179585503" "Abitazioni" 32
10.3416546 44.7954297 "w179589546" "Abitazioni" 30
10.3179677 44.8331391 "w654851408" "Abitazioni" 32
10.3434003 44.8102776 "w182137182" "Abitazioni" 30
10.3341867 44.8048469 "w651819029" "Abitazioni" 36
10.3326564 44.8021768 "w652421089" "Abitazioni" 38
10.3352871 44.8014205 "r2398344" "Abitazioni" 30
10.3310336 44.7601751 "w179630163" "Abitazioni" 32
10.2914686 44.7892537 "w653211952" "Abitazioni" 30
10.3288128 44.8057294 "w182136770" "Abitazioni" 36
10.3678564 44.774968 "w179474162" "Abitazioni" 34
10.3545974 44.7975299 "w179589052" "Abitazioni" 30
10.3328546 44.7971991 "w179585607" "Abitazioni" 30
10.3073859 44.8071109 "w179059266" "Abitazioni" 34
10.3388764 44.7708264 "w179469617" "Abitazioni" 30
10.3021579 44.7898438 "w179469982" "Abitazioni" 30
10.3105061 44.7823672 "w179471326" "Abitazioni" 32
10.2871541 44.7743423 "w179291024" "Abitazioni" 32
10.305237 44.7926552 "w179468942" "Abitazioni" 30
10.3370059 44.7849187 "w1182185837" "Abitazioni" 30
10.3197266 44.7895272 "w179468752" "Abitazioni" 32
10.3398952 44.817752 "w182124408" "Abitazioni" 32
10.3329135 44.8145465 "w182137389" "Abitazioni" 30
10.3568169 44.8248888 "w182153255" "Abitazioni" 32
10.3353668 44.8237201 "w182121790" "Abitazioni" 34
10.3650163 44.8159827 "w1193585254" "Abitazioni" 32
10.3093009 44.7814051 "w179423556" "Abitazioni" 30
10.3664989 44.7884683 "w179468627" "Abitazioni" 32
10.3089026 44.8072629 "w179059220" "Abitazioni" 34
10.3151422 44.79786 "w179476796" "Abitazioni" 30
10.3314887 44.7702966 "w1194725347" "Abitazioni" 30
10.3152681 44.795445 "w179474237" "Abitazioni" 30
10.3297897 44.8070978 "w182138083" "Abitazioni" 32
10.3199853 44.7987755 "w179585047" "Abitazioni" 30
10.3337617 44.7910231 "w1174711010" "Abitazioni" 30
10.3488768 44.7950583 "w179585910" "Abitazioni" 38
10.318134 44.797329 "w179588238" "Abitazioni" 30
10.3172057 44.7589562 "w179629189" "Abitazioni" 36
10.3679675 44.7769785 "w692105271" "Abitazioni" 34
10.3623008 44.8012206 "w179476012" "Abitazioni" 30
10.3112507 44.775445 "w179423564" "Abitazioni" 38
10.3479152 44.7862294 "w179098549" "Abitazioni" 32
10.3285781 44.817883 "w182126594" "Abitazioni" 32
10.3375344 44.800527 "w1178564237" "Abitazioni" 30
10.3484557 44.796809 "w179586663" "Abitazioni" 30
10.3077604 44.8065338 "w179059637" "Abitazioni" 30
10.3089948 44.7811229 "w179422885" "Abitazioni" 30
10.3295729 44.7893659 "w1174628851" "Abitazioni" 40
